Time	Amplitude
0.0	1.0745741471189656
0.0010000166669444492	1.0699547449013773
0.0020000333338888983	1.0592654482991406
0.0030000500008333475	1.0424762017722795
0.004000066667777797	1.0197381002422692
0.005000083334722245	0.9915329613279904
0.006000100001666695	0.9583444429749374
0.0070001166686111446	0.920657191785666
0.008000133335555593	0.878956843019798
0.009000150002500042	0.8337300205940169
0.01000016666944449	0.7854643370820703
0.011000183336388941	0.7346359669403547
0.01200020000333339	0.6816721419609455
0.013000216670277839	0.626988543454072
0.014000233337222289	0.5710018413869852
0.015000250004166738	0.5141296943839996
0.016000266671111187	0.4567907497264922
0.017000283338055637	0.39940464335290404
0.018000300005000084	0.3423919998587404
0.019000316671944534	0.2861744324965688
0.02000033333888898	0.23117454317602065
0.021000350005833432	0.1778227441385076
0.022000366672777882	0.1264507024372711
0.02300038333972233	0.07722975184140483
0.02400040000666678	0.03031327137925165
0.02500041667361123	-0.014161756640494618
0.026000433340555677	-0.05607474662878847
0.027000450007500128	-0.09532150971623321
0.028000466674444578	-0.13181425375308092
0.029000483341389025	-0.1654815833092322
0.030000500008333476	-0.19626849967423646
0.031000516675277923	-0.22413634510269106
0.03200053334222237	-0.24906263251873267
0.033000550009166824	-0.27104121428541694
0.034000566676111274	-0.29008233948544365
0.03500058334305572	-0.3062126539211607
0.03600060001000017	-0.3194752001145652
0.03700061667694462	-0.3299294173073023
0.03800063334388907	-0.33765114146066666
0.03900065001083352	-0.3427326052556008
0.04000066667777796	-0.3452824380926965
0.04100068334472241	-0.3454343752119363
0.042000700011666864	-0.34337401790589106
0.043000716678611314	-0.3393123925970942
0.044000733345555765	-0.33347692242964533
0.045000750012500215	-0.3261114272672922
0.04600076667944466	-0.31747612369343087
0.04700078334638911	-0.3078476250111066
0.04800080001333356	-0.29744760543105736
0.04900081668027801	-0.28643255559587566
0.05000083334722246	-0.2749928838375463
0.051000850014166904	-0.26329896641962397
0.052000866681111355	-0.2514679405532429
0.053000883348055805	-0.2395963971953329
0.054000900015000255	-0.2277716118373711
0.055000916681944706	-0.2160715445100175
0.056000933348889156	-0.204564839783115
0.0570009500158336	-0.19331082676568917
0.05800096668277805	-0.18235951910594864
0.0590009833497225	-0.17175161499128455
0.06000100001666695	-0.16151849714827116
0.0610010166836114	-0.15169043264058227
0.062001033350555845	-0.14232207009914435
0.0630010500175003	-0.13346739752046022
0.06400106668444475	-0.12517108744636085
0.0650010833513892	-0.11746849695785987
0.06600110001833365	-0.1103856676751537
0.0670011166852781	-0.10393932575762166
0.06800113335222255	-0.09813688190382572
0.069001150019167	-0.09297643135151093
0.07000116668611144	-0.08844675387760503
0.07100118335305589	-0.08451999584854983
0.07200120002000034	-0.08112877941375332
0.07300121668694479	-0.07818861738409105
0.07400123335388924	-0.07560570710087183
0.07500125002083369	-0.07327693044458854
0.07600126668777814	-0.07108985383491623
0.07700128335472259	-0.06895267016454312
0.07800130002166704	-0.06689199392817056
0.07900131668861149	-0.06487482066568442
0.08000133335555593	-0.06285902552262981
0.08100135002250038	-0.06081372680027048
0.08200136668944483	-0.05875239821528953
0.08300138335638928	-0.056700542336422945
0.08400140002333373	-0.05468438192343259
0.08500141669027818	-0.05273085990824204
0.08600143335722263	-0.05086763939493646
0.08700145002416708	-0.04912310365976291
0.08800146669111153	-0.04752635615112987
0.08900148335805598	-0.04610722048960788
0.09000150002500043	-0.0448962404679291
0.09100151669194487	-0.0439140644640578
0.09200153335888932	-0.04313784316747563
0.09300155002583377	-0.0425339361030781
0.09400156669277822	-0.04206942294070343
0.09500158335972267	-0.041712103522351385
0.09600160002666712	-0.041430497862183745
0.09700161669361157	-0.04119384614652371
0.09800163336055602	-0.040972108733856274
0.09900165002750047	-0.040735966154828364
0.10000166669444492	-0.04045681911224845
0.10100168336138937	-0.04010871575004652
0.10200170002833381	-0.03967448315897938
0.10300171669527826	-0.039139773954508635
0.10400173336222271	-0.038490960914364526
0.10500175002916716	-0.03771513698843949
0.10600176669611161	-0.03680011529878716
0.10700178336305606	-0.03573442913962311
0.10800180003000051	-0.03450733197732482
0.10900181669694496	-0.03310879745043113
0.11000183336388941	-0.03152849148447314
0.11100185003083386	-0.029754743012247772
0.11200186669777831	-0.027831120008080093
